月娘yue_WzgS,1518405027,22,2,500000,500101,一个爱唱歌🎤的w小姐,你猜,5292879907,9,2021-04-24 03:54:20
勿童子,65880660,22,2,310000,310101,可是失去的人你不可能再遇见,再也没见过了，一直是心里的劫。还是很感谢她，温暖过我的生活,5263016029,6,2021-03-14 09:56:03
我的MUA呀啊,3232440200,17,1,640000,640300,蔡的抠脚啊！,我的意思是没看懂是啥意思，不是不知道别人在讲故事[多多无语],5207086433,1,2021-01-13 12:04:38
Edgar-Allan-Poe,406926480,25,1,430000,430100,,是这样，艺术性的东西不好定性，我说的只是相对来说被大部分业内人士认可的一种初步判断的方法，实际上判定抄袭是需要综合考虑的,5202577136,4,2021-01-07 16:01:48
轻言190119,1737393919,19,2,500000,500101,,少年锦衣卫,5174695986,0,2020-12-05 13:58:24
轻言190119,1737393919,19,2,500000,500101,,动漫，具体啥名我忘了,5174647288,0,2020-12-05 13:57:11
Naruto呐呐,469232197,0,1,440000,441300,,你把你id留下 我加你,5163040945,3,2020-11-21 18:15:37
Naruto呐呐,469232197,0,1,440000,441300,,微信,5163004443,0,2020-11-21 18:11:58
狐影888,620805529,33,1,370000,370100,,曲不行，调不行，不知所谓,3591629400,40,2020-10-29 14:04:02
空乄心1906,1707852719,0,1,420000,420600,,还有苏幕遮,3591543947,2,2020-10-29 07:49:49
Nuboo_,125865464,0,0,650000,650200,,梦回高三,3591360604,81,2020-10-29 00:46:47
目目明,2025371864,1,2,350000,350600,,写语文作业的最佳单曲,3591277174,5,2020-10-28 21:45:52
水人衣世木,1367858869,17,2,350000,350200,要做风，永远自由。,老小学生了哈楼主,3591242271,0,2020-10-28 21:21:47
烟树星星,1874295357,17,2,320000,320500,“这个年纪和好朋友们在一起好像什么都不会畏惧”,我初中的语文老师也是这么说的[大哭][大哭],3591200475,3,2020-10-28 21:15:50
我还是想要两颗西柚20,621896517,24,2,210000,210100,,想念高一了,3591243911,19,2020-10-28 21:04:53
花开锦绣时节,1877022996,21,1,330000,330800,寄蜉蝣于天地,科普一下，超哥是谁？,3591157310,0,2020-10-28 20:55:49
花开锦绣时节,1877022996,21,1,330000,330800,寄蜉蝣于天地,你一票我一票，两个一起删,3591175174,4,2020-10-28 20:54:41
宰大佬,1428698019,0,1,530000,530300,做当代鲁迅笔伐所有的黑暗与不公 …————宰大佬,第一次听这首歌还是在一年前Z288的火车上，当时不知道歌名，惭愧,3591241821,19,2020-10-28 20:41:43
刘文龙哈哈哈,403120573,21,1,220000,220100,哈哈哈哈哈哈哈哈哈哈哈哈,千秋令,3591076650,0,2020-10-28 19:39:59
所以说早就该被淹死了,1775005215,33,0,210000,210100,SUKI！,请问在哪能买到您的著作？,3591109643,2,2020-10-28 19:39:45
山城阿志-朱志鑫zzx-,3948731699,0,2,350000,350100,无,还记得1年前，我出了车祸，我姐姐为了救我，把我推开，自己撞死了。。。我感觉我就想这个画师一样。其实以前我很讨厌我姐姐，但当她死的时候我才知道我原来这么爱她。然而现在后悔也来不及了。。。,3591045415,66,2020-10-28 18:29:37
马尔克斯的拉格朗日,416873124,0,0,0,100,你找到那条月光路了吗,还是喜欢阿娇啊,3590314695,6,2020-10-27 20:32:39
Gao超来了,1398488265,0,1,370000,370700,终身成长是一种习惯 活到老学到老,好悲凉的二胡,3590204603,12,2020-10-27 18:08:50
和雪茫茫,3219685259,0,0,0,100,,谢谢,3590215967,0,2020-10-27 15:07:23
就这样吧_LlT,392954553,25,2,0,100,不要温和地走进那个凉夜,虽然语文不好，但庆幸自己读懂了,3590131414,0,2020-10-27 14:30:30
26号守卫邦邦-,2121453450,0,1,0,100,,鲤鱼精emm,3590048587,1,2020-10-27 13:08:28
清风于勋l,1325919203,0,1,450000,450100,,叹郁孤,3590090059,0,2020-10-27 11:37:05
打到你不要不要的,132444866,29,1,510000,510100,唱歌难听， 爱听老歌的l老boy,做个标记,3589963485,1,2020-10-27 08:36:34
Dosjuly_17,1533950496,0,0,0,100,最后走的放把火,她来的时候在门园墙上画了一幅锦鲤欢腾的画 她走了以后壁画上也荷塘枯涸,3589969209,11,2020-10-27 08:04:59
八月丶619_,433533005,28,1,510000,510100,莫得感情的敢敢,炒锦鲤 哈哈哈哈哈,3589823386,3,2020-10-26 23:34:57
八月丶619_,433533005,28,1,510000,510100,莫得感情的敢敢,炒锦鲤 饿了饿了[大哭],3589806420,0,2020-10-26 23:34:36
八月丶619_,433533005,28,1,510000,510100,莫得感情的敢敢,炒锦鲤[大哭][大哭][大哭],3589815462,0,2020-10-26 23:34:17
八月丶619_,433533005,28,1,510000,510100,莫得感情的敢敢,你不是一个人,3589816358,0,2020-10-26 23:33:52
每添要记得喝旺仔吖,1522396280,0,1,0,100,,yysy，我觉得临姐现在的现场很稳，可能早期的现场不大稳，但是去年漫展的现场我觉得挺稳的，临子现在也在进步,3589676143,1,2020-10-26 20:57:02
厦门盼盼,70822134,0,2,0,100,变得温柔一些，生活也会顺遂很多,让你失望的人，怎么可能只让你失望一次。,3589617148,18,2020-10-26 19:51:43
知田_,1712057731,17,2,410000,410100,,为了你的快乐我决定不点赞,3589559651,0,2020-10-26 19:47:58
蜡笔修新,569466673,0,0,1000000,1010000,,蜀山行,3589573194,0,2020-10-26 18:56:42
请坐请饮茶,51073591,25,1,440000,440100,正在把音乐倒进耳朵里,想再玩一次大琴师！,3589478934,2,2020-10-26 14:36:25
iSeanCo,129165984,29,1,510000,510100,iSeanCo,配上天刀很合适,3589421404,5,2020-10-26 14:29:03
LMC大白,1394170853,0,1,440000,440600,你若回忆，半暖倾殇,所谓缘分：五百次回眸换来今生的擦肩而过，一千条的信息换来一次回复,3589292774,5,2020-10-26 11:50:13
我只是想安静地听会儿歌,1438008909,0,0,0,100,喜欢的歌只会夸好听。,人生还是太难了，啊啊啊，太晚了,3589259914,2,2020-10-26 01:40:16
他如星火,1437709976,0,2,350000,350400,祝我们百年好合.,外公送走的那天，外婆坐在他床头和我说，我啊，19岁就跟了他，现在69了，在我耳边念叨了五十年，突然没了还挺不习惯的,3588974329,16,2020-10-25 21:28:44
终末之舞,567085758,0,2,0,100,Gott ist tot,已经是小学的回忆了,3588945404,7,2020-10-25 21:12:47
刹那生灭1806,1498121286,0,2,330000,330100,,不老梦是17年的，只是这两首歌创作人一样,3588979128,0,2020-10-25 21:10:26
双鲤鲤,1551443231,19,2,410000,410300,狐仔专属,好久之前看的了，当时哭好惨来着,3588924573,0,2020-10-25 21:04:25
一世倾城-三千弱水,1965253146,21,0,150000,150400,入这凡尘寻三生烟火,好多都听过怎么说,3588922294,0,2020-10-25 20:26:42
好想知道爱是什么感觉,623985341,17,1,1000000,1004800,啦啦啦啦,十五岁的时候和你一起唱《锦鲤抄》，希望五十岁的时候我们一起吃炒鲤鱼～[爱心][爱心],3588862487,16,2020-10-25 19:40:33
阿甜不甜不要钱,3314325631,0,2,310000,310101,,我盲猜到了！！！,3588717810,0,2020-10-25 15:03:43
KINGSYJ_,468222452,0,2,520000,520400,天天开心,@忘-君 很老的歌了,3588652607,4,2020-10-25 15:01:30
私忘1803,1385985076,0,1,130000,130100,,嘶，哈哈，那会看vlog以为他们已经结婚了,3588591752,0,2020-10-25 14:47:14
摇着月亮船在银河上远航,2137686627,0,0,1000000,1005000,好好生活,开学了删钉钉吧再也用不上了,3588454883,0,2020-10-25 10:08:49
萧瑟_VICI,132806634,0,1,0,100,不如归去,越看越阴阳怪气[狗],3588339906,1,2020-10-25 03:03:16
闻文问温吻,325192385,22,0,1000000,1001300,诗、美、浪漫、爱，这才是我们生存的原因。,我好想回到15、16年,3588170252,15,2020-10-24 23:47:20
Motes_Zhou,1314295457,0,0,0,100,“这里介绍不了我”,那岂不是香的一批,3588075001,0,2020-10-24 22:03:11
